Date,Treatment,Rep,Timepoint,Plated,Count,Dilution,Titer
20210401,OmpF Spec,3,4,Phage_Lminus,9,5,4.50E+08
20210401,L+O,1,4,Phage_Lminus,0,0,0.00E+00
20210401,L+O,2,4,Phage_Lminus,3,3,1.50E+06
20210401,L+O,3,4,Phage_Lminus,21,4,1.05E+08
20210401,L+O,4,4,Phage_Lminus,5,4,2.50E+07
20210401,L+O,5,4,Phage_Lminus,9,3,4.50E+06
20210401,L+O,6,4,Phage_Lminus,1,0,5.00E+02
20210401,2811,1,4,Phage_Lminus,0,0,0.00E+00
20210401,2811,2,4,Phage_Lminus,0,0,0.00E+00
20210401,2811,3,4,Phage_Lminus,19,2,9.50E+05
20210401,2811,4,4,Phage_Lminus,0,0,0.00E+00
20210401,2811,5,4,Phage_Lminus,0,0,0.00E+00
20210401,2811,6,4,Phage_Lminus,0,0,0.00E+00
20210401,cI26,1,4,Phage_Ominus,20,4,1.00E+08
20210401,cI26,2,4,Phage_Ominus,14,4,7.00E+07
20210401,cI26,3,4,Phage_Ominus,21,3,1.05E+07
20210401,EvoC,1,4,Phage_Ominus,17,4,8.50E+07
20210401,EvoC,2,4,Phage_Ominus,14,2,7.00E+05
20210401,EvoC,3,4,Phage_Ominus,32,5,1.60E+09
20210401,LamB Spec,1,4,Phage_Ominus,29,5,1.45E+09
20210401,LamB Spec,2,4,Phage_Ominus,7,5,3.50E+08
20210401,LamB Spec,3,4,Phage_Ominus,38,5,1.90E+09
20210401,OmpF Spec,1,4,Phage_Ominus,3,3,1.50E+06
20210401,OmpF Spec,2,4,Phage_Ominus,0,0,0.00E+00
20210401,OmpF Spec,3,4,Phage_Ominus,16,5,8.00E+08
20210401,L+O,1,4,Phage_Ominus,0,0,0.00E+00
20210401,L+O,2,4,Phage_Ominus,0,0,0.00E+00
20210401,L+O,3,4,Phage_Ominus,5,1,2.50E+04
20210401,L+O,4,4,Phage_Ominus,11,2,5.50E+05
20210401,L+O,5,4,Phage_Ominus,0,0,0.00E+00
20210401,L+O,6,4,Phage_Ominus,0,0,0.00E+00
20210401,2811,1,4,Phage_Ominus,0,0,0.00E+00
20210401,2811,2,4,Phage_Ominus,0,0,0.00E+00
20210401,2811,3,4,Phage_Ominus,6,3,3.00E+06
20210401,2811,4,4,Phage_Ominus,0,0,0.00E+00
20210401,2811,5,4,Phage_Ominus,0,0,0.00E+00
20210401,2811,6,4,Phage_Ominus,0,0,0.00E+00
20210402,cI26,1,5,Bacteria,99,6,9.90E+08
20210402,cI26,2,5,Bacteria,90,6,9.00E+08
20210402,cI26,3,5,Bacteria,77,6,7.70E+08
20210402,EvoC,1,5,Bacteria,157,3,1.57E+06
20210402,EvoC,2,5,Bacteria,5,3,5.00E+04
20210402,EvoC,3,5,Bacteria,33,3,3.30E+05
20210402,LamB Spec,1,5,Bacteria,712,3,7.12E+06
20210402,LamB Spec,2,5,Bacteria,79,6,7.90E+08
20210402,LamB Spec,3,5,Bacteria,4,5,4.00E+06
20210402,OmpF Spec,1,5,Bacteria,504,3,5.04E+06
20210402,OmpF Spec,2,5,Bacteria,304,2,3.04E+05
20210402,OmpF Spec,3,5,Bacteria,9576,3,9.58E+07
20210402,L+O,1,5,Bacteria,84,6,8.40E+08
20210402,L+O,2,5,Bacteria,7560,3,7.56E+07
20210402,L+O,3,5,Bacteria,215,2,2.15E+05
20210402,L+O,4,5,Bacteria,376,4,3.76E+07
20210402,L+O,5,5,Bacteria,468,0,4.68E+03
20210402,L+O,6,5,Bacteria,0,0,0.00E+00
20210402,2811,1,5,Bacteria,0,0,0.00E+00
20210402,2811,2,5,Bacteria,0,0,0.00E+00
20210402,2811,3,5,Bacteria,14,0,1.40E+02
20210402,2811,4,5,Bacteria,0,0,0.00E+00
20210402,2811,5,5,Bacteria,0,0,0.00E+00
20210402,2811,6,5,Bacteria,0,0,0.00E+00
20210402,cI26,1,5,Phage_606,11,4,5.50E+07
20210402,cI26,2,5,Phage_606,18,4,9.00E+07
20210402,cI26,3,5,Phage_606,7,3,3.50E+06
20210402,EvoC,1,5,Phage_606,6,3,3.00E+06
20210402,EvoC,2,5,Phage_606,14,2,7.00E+05
20210402,EvoC,3,5,Phage_606,14,4,7.00E+07
20210402,LamB Spec,1,5,Phage_606,9,5,4.50E+08
20210402,LamB Spec,2,5,Phage_606,23,4,1.15E+08
20210402,LamB Spec,3,5,Phage_606,9,6,4.50E+09
20210402,OmpF Spec,1,5,Phage_606,5,5,2.50E+08
20210402,OmpF Spec,2,5,Phage_606,3,6,1.50E+09
20210402,OmpF Spec,3,5,Phage_606,18,5,9.00E+08
20210402,L+O,1,5,Phage_606,0,0,0.00E+00
20210402,L+O,2,5,Phage_606,9,5,4.50E+08
20210402,L+O,3,5,Phage_606,5,3,2.50E+06
20210402,L+O,4,5,Phage_606,12,6,6.00E+09
20210402,L+O,5,5,Phage_606,32,3,1.60E+07
20210402,L+O,6,5,Phage_606,0,0,0.00E+00
20210402,2811,1,5,Phage_606,0,0,0.00E+00
20210402,2811,2,5,Phage_606,0,0,0.00E+00
20210402,2811,3,5,Phage_606,13,2,6.50E+05
20210402,2811,4,5,Phage_606,0,0,0.00E+00
20210402,2811,5,5,Phage_606,0,0,0.00E+00
20210402,2811,6,5,Phage_606,0,0,0.00E+00
20210402,cI26,1,5,Phage_Lminus,0,0,0.00E+00
20210402,cI26,2,5,Phage_Lminus,0,0,0.00E+00
20210402,cI26,3,5,Phage_Lminus,0,0,0.00E+00
20210402,EvoC,1,5,Phage_Lminus,11,3,5.50E+06
20210402,EvoC,2,5,Phage_Lminus,19,2,9.50E+05
20210402,EvoC,3,5,Phage_Lminus,19,4,9.50E+07
20210402,LamB Spec,1,5,Phage_Lminus,4,6,2.00E+09
20210402,LamB Spec,2,5,Phage_Lminus,9,4,4.50E+07
20210402,LamB Spec,3,5,Phage_Lminus,6,5,3.00E+08
20210402,OmpF Spec,1,5,Phage_Lminus,5,4,2.50E+07
20210402,OmpF Spec,2,5,Phage_Lminus,31,5,1.55E+09
20210402,OmpF Spec,3,5,Phage_Lminus,15,4,7.50E+07
20210402,L+O,1,5,Phage_Lminus,0,0,0.00E+00
20210402,L+O,2,5,Phage_Lminus,10,5,5.00E+08
20210402,L+O,3,5,Phage_Lminus,8,3,4.00E+06
20210402,L+O,4,5,Phage_Lminus,17,3,8.50E+06
20210402,L+O,5,5,Phage_Lminus,25,3,1.25E+07
20210402,L+O,6,5,Phage_Lminus,0,0,0.00E+00
20210402,2811,1,5,Phage_Lminus,0,0,0.00E+00
20210402,2811,2,5,Phage_Lminus,0,0,0.00E+00
20210402,2811,3,5,Phage_Lminus,17,2,8.50E+05
20210402,2811,4,5,Phage_Lminus,0,0,0.00E+00
20210402,2811,5,5,Phage_Lminus,0,0,0.00E+00
20210402,2811,6,5,Phage_Lminus,0,0,0.00E+00
20210402,cI26,1,5,Phage_Ominus,6,4,3.00E+07
20210402,cI26,2,5,Phage_Ominus,38,4,1.90E+08
20210402,cI26,3,5,Phage_Ominus,16,3,8.00E+06
20210402,EvoC,1,5,Phage_Ominus,14,3,7.00E+06
20210402,EvoC,2,5,Phage_Ominus,27,2,1.35E+06
20210402,EvoC,3,5,Phage_Ominus,22,4,1.10E+08
20210402,LamB Spec,1,5,Phage_Ominus,10,6,5.00E+09
20210402,LamB Spec,2,5,Phage_Ominus,24,4,1.20E+08
20210402,LamB Spec,3,5,Phage_Ominus,18,6,9.00E+09
20210402,OmpF Spec,1,5,Phage_Ominus,23,5,1.15E+09
20210402,OmpF Spec,2,5,Phage_Ominus,31,5,1.55E+09
20210402,OmpF Spec,3,5,Phage_Ominus,4,6,2.00E+09
20210402,L+O,1,5,Phage_Ominus,0,0,0.00E+00
20210402,L+O,2,5,Phage_Ominus,8,2,4.00E+05
20210402,L+O,3,5,Phage_Ominus,2,1,1.00E+04
20210402,L+O,4,5,Phage_Ominus,27,6,1.35E+10
20210402,L+O,5,5,Phage_Ominus,0,0,0.00E+00
20210402,L+O,6,5,Phage_Ominus,0,0,0.00E+00
20210402,2811,1,5,Phage_Ominus,0,0,0.00E+00
20210402,2811,2,5,Phage_Ominus,0,0,0.00E+00
20210402,2811,3,5,Phage_Ominus,34,2,1.70E+06
20210402,2811,4,5,Phage_Ominus,0,0,0.00E+00
20210402,2811,5,5,Phage_Ominus,0,0,0.00E+00
20210402,2811,6,5,Phage_Ominus,0,0,0.00E+00
20210403,cI26,1,6,Bacteria,118,6,1.18E+09
20210403,cI26,2,6,Bacteria,32,6,3.20E+08
20210403,cI26,3,6,Bacteria,44,6,4.40E+08
20210403,EvoC,1,6,Bacteria,692,4,6.92E+07
20210403,EvoC,2,6,Bacteria,1,3,1.00E+04
20210403,EvoC,3,6,Bacteria,7,3,7.00E+04
20210403,LamB Spec,1,6,Bacteria,33,6,3.30E+08
20210403,LamB Spec,2,6,Bacteria,77,5,7.70E+07
20210403,LamB Spec,3,6,Bacteria,6,5,6.00E+06
20210403,OmpF Spec,1,6,Bacteria,124,6,1.24E+09
20210403,OmpF Spec,2,6,Bacteria,5712,2,5.71E+06
20210403,OmpF Spec,3,6,Bacteria,81,6,8.10E+08
20210403,L+O,1,6,Bacteria,127,6,1.27E+09
20210403,L+O,2,6,Bacteria,14,5,1.40E+07
20210403,L+O,3,6,Bacteria,7392,2,7.39E+06
20210403,L+O,4,6,Bacteria,348,3,3.48E+06
20210403,L+O,5,6,Bacteria,1,0,1.00E+01
20210403,L+O,6,6,Bacteria,1,0,1.00E+01
20210403,2811,1,6,Bacteria,0,0,0.00E+00
20210403,2811,2,6,Bacteria,0,0,0.00E+00
20210403,2811,3,6,Bacteria,312,0,3.12E+03
20210403,2811,4,6,Bacteria,0,0,0.00E+00
20210403,2811,5,6,Bacteria,0,0,0.00E+00
20210403,2811,6,6,Bacteria,0,0,0.00E+00
20210403,cI26,1,6,Phage_606,9,5,4.50E+08
20210403,cI26,2,6,Phage_606,17,5,8.50E+08
20210403,cI26,3,6,Phage_606,4,4,2.00E+07
20210403,EvoC,1,6,Phage_606,14,3,7.00E+06
20210403,EvoC,2,6,Phage_606,0,0,0.00E+00
20210403,EvoC,3,6,Phage_606,0,0,0.00E+00
20210403,LamB Spec,1,6,Phage_606,5,3,2.50E+06
20210403,LamB Spec,2,6,Phage_606,4,4,2.00E+07
20210403,LamB Spec,3,6,Phage_606,7,6,3.50E+09
20210403,OmpF Spec,1,6,Phage_606,23,5,1.15E+09
20210403,OmpF Spec,2,6,Phage_606,8,4,4.00E+07
20210403,OmpF Spec,3,6,Phage_606,31,4,1.55E+08
20210403,L+O,1,6,Phage_606,0,0,0.00E+00
20210403,L+O,2,6,Phage_606,21,5,1.05E+09
20210403,L+O,3,6,Phage_606,8,6,4.00E+09
20210403,L+O,4,6,Phage_606,3,5,1.50E+08
20210403,L+O,5,6,Phage_606,13,0,6.50E+03
20210403,L+O,6,6,Phage_606,0,0,0.00E+00
20210403,2811,1,6,Phage_606,0,0,0.00E+00
20210403,2811,2,6,Phage_606,0,0,0.00E+00
20210403,2811,3,6,Phage_606,18,2,9.00E+05
20210403,2811,4,6,Phage_606,0,0,0.00E+00
20210403,2811,5,6,Phage_606,0,0,0.00E+00
20210403,2811,6,6,Phage_606,0,0,0.00E+00
20210403,cI26,1,6,Phage_Lminus,0,0,0.00E+00
20210403,cI26,2,6,Phage_Lminus,0,0,0.00E+00
20210403,cI26,3,6,Phage_Lminus,0,0,0.00E+00
20210403,EvoC,1,6,Phage_Lminus,12,3,6.00E+06
20210403,EvoC,2,6,Phage_Lminus,0,0,0.00E+00
20210403,EvoC,3,6,Phage_Lminus,0,0,0.00E+00
20210403,LamB Spec,1,6,Phage_Lminus,11,3,5.50E+06
20210403,LamB Spec,2,6,Phage_Lminus,6,5,3.00E+08
20210403,LamB Spec,3,6,Phage_Lminus,14,6,7.00E+09
20210403,OmpF Spec,1,6,Phage_Lminus,3,5,1.50E+08
20210403,OmpF Spec,2,6,Phage_Lminus,2,4,1.00E+07
20210403,OmpF Spec,3,6,Phage_Lminus,9,4,4.50E+07
20210403,L+O,1,6,Phage_Lminus,0,0,0.00E+00
20210403,L+O,2,6,Phage_Lminus,2,6,1.00E+09
20210403,L+O,3,6,Phage_Lminus,16,1,8.00E+04
20210403,L+O,4,6,Phage_Lminus,20,4,1.00E+08
20210403,L+O,5,6,Phage_Lminus,17,0,8.50E+03
20210403,L+O,6,6,Phage_Lminus,0,0,0.00E+00
20210403,2811,1,6,Phage_Lminus,0,0,0.00E+00
20210403,2811,2,6,Phage_Lminus,0,0,0.00E+00
20210403,2811,3,6,Phage_Lminus,10,3,5.00E+06
20210403,2811,4,6,Phage_Lminus,0,0,0.00E+00
20210403,2811,5,6,Phage_Lminus,0,0,0.00E+00
20210403,2811,6,6,Phage_Lminus,0,0,0.00E+00
20210403,cI26,1,6,Phage_Ominus,16,5,8.00E+08
20210403,cI26,2,6,Phage_Ominus,31,5,1.55E+09
20210403,cI26,3,6,Phage_Ominus,12,4,6.00E+07
20210403,EvoC,1,6,Phage_Ominus,7,3,3.50E+06
20210403,EvoC,2,6,Phage_Ominus,0,0,0.00E+00
20210403,EvoC,3,6,Phage_Ominus,0,0,0.00E+00
20210403,LamB Spec,1,6,Phage_Ominus,20,3,1.00E+07
20210403,LamB Spec,2,6,Phage_Ominus,6,5,3.00E+08
20210403,LamB Spec,3,6,Phage_Ominus,25,6,1.25E+10
20210403,OmpF Spec,1,6,Phage_Ominus,11,6,5.50E+09
20210403,OmpF Spec,2,6,Phage_Ominus,30,4,1.50E+08
20210403,OmpF Spec,3,6,Phage_Ominus,8,5,4.00E+08
20210403,L+O,1,6,Phage_Ominus,0,0,0.00E+00
20210403,L+O,2,6,Phage_Ominus,2,1,1.00E+04
20210403,L+O,3,6,Phage_Ominus,18,6,9.00E+09
20210403,L+O,4,6,Phage_Ominus,4,6,2.00E+09
20210403,L+O,5,6,Phage_Ominus,0,0,0.00E+00
20210403,L+O,6,6,Phage_Ominus,0,0,0.00E+00
20210403,2811,1,6,Phage_Ominus,0,0,0.00E+00
20210403,2811,2,6,Phage_Ominus,0,0,0.00E+00
20210403,2811,3,6,Phage_Ominus,13,3,6.50E+06
20210403,2811,4,6,Phage_Ominus,0,0,0.00E+00
20210403,2811,5,6,Phage_Ominus,0,0,0.00E+00
20210403,2811,6,6,Phage_Ominus,0,0,0.00E+00
20210404,cI26,1,7,Bacteria,149,6,1.49E+09
20210404,cI26,2,7,Bacteria,60,6,6.00E+08
20210404,cI26,3,7,Bacteria,121,6,1.21E+09
20210404,EvoC,1,7,Bacteria,1024,2,1.02E+06
20210404,EvoC,2,7,Bacteria,0,2,0.00E+00
20210404,EvoC,3,7,Bacteria,0,2,0.00E+00
20210404,LamB Spec,1,7,Bacteria,137,6,1.37E+09
20210404,LamB Spec,2,7,Bacteria,54,6,5.40E+08
20210404,LamB Spec,3,7,Bacteria,84,5,8.40E+07
20210404,OmpF Spec,1,7,Bacteria,220,6,2.20E+09
20210404,OmpF Spec,2,7,Bacteria,108,6,1.08E+09
20210404,OmpF Spec,3,7,Bacteria,512,4,5.12E+07
20210404,L+O,1,7,Bacteria,53,6,5.30E+08
20210404,L+O,2,7,Bacteria,10,4,1.00E+06
20210404,L+O,3,7,Bacteria,360,5,3.60E+08
20210404,L+O,4,7,Bacteria,146,6,1.46E+09
20210404,L+O,5,7,Bacteria,0,0,0.00E+00
20210404,L+O,6,7,Bacteria,0,0,0.00E+00
20210404,2811,1,7,Bacteria,0,0,0.00E+00
20210404,2811,2,7,Bacteria,0,0,0.00E+00
20210404,2811,3,7,Bacteria,8,0,8.00E+01
20210404,2811,4,7,Bacteria,0,0,0.00E+00
20210404,2811,5,7,Bacteria,0,0,0.00E+00
20210404,2811,6,7,Bacteria,0,0,0.00E+00
20210404,cI26,1,7,Phage_606,22,4,1.10E+08
20210404,cI26,2,7,Phage_606,3,6,1.50E+09
20210404,cI26,3,7,Phage_606,18,4,9.00E+07
20210404,EvoC,1,7,Phage_606,16,3,8.00E+06
20210404,EvoC,2,7,Phage_606,0,0,0.00E+00
20210404,EvoC,3,7,Phage_606,0,0,0.00E+00
20210404,LamB Spec,1,7,Phage_606,12,3,6.00E+06
20210404,LamB Spec,2,7,Phage_606,19,5,9.50E+08
20210404,LamB Spec,3,7,Phage_606,23,5,1.15E+09
20210404,OmpF Spec,1,7,Phage_606,14,5,7.00E+08
20210404,OmpF Spec,2,7,Phage_606,10,6,5.00E+09
20210404,OmpF Spec,3,7,Phage_606,5,5,2.50E+08
20210404,L+O,1,7,Phage_606,0,0,0.00E+00
20210404,L+O,2,7,Phage_606,9,6,4.50E+09
20210404,L+O,3,7,Phage_606,18,5,9.00E+08
20210404,L+O,4,7,Phage_606,22,5,1.10E+09
20210404,L+O,5,7,Phage_606,0,0,0.00E+00
20210404,L+O,6,7,Phage_606,0,0,0.00E+00
20210404,2811,1,7,Phage_606,0,0,0.00E+00
20210404,2811,2,7,Phage_606,0,0,0.00E+00
20210404,2811,3,7,Phage_606,0,0,0.00E+00
20210404,2811,4,7,Phage_606,0,0,0.00E+00
20210404,2811,5,7,Phage_606,0,0,0.00E+00
20210404,2811,6,7,Phage_606,0,0,0.00E+00
20210404,cI26,1,7,Phage_Lminus,0,0,0.00E+00
20210404,cI26,2,7,Phage_Lminus,0,0,0.00E+00
20210404,cI26,3,7,Phage_Lminus,0,0,0.00E+00
20210404,EvoC,1,7,Phage_Lminus,29,3,1.45E+07
20210404,EvoC,2,7,Phage_Lminus,0,0,0.00E+00
20210404,EvoC,3,7,Phage_Lminus,0,0,0.00E+00
20210404,LamB Spec,1,7,Phage_Lminus,24,3,1.20E+07
20210404,LamB Spec,2,7,Phage_Lminus,20,5,1.00E+09
20210404,LamB Spec,3,7,Phage_Lminus,5,6,2.50E+09
20210404,OmpF Spec,1,7,Phage_Lminus,9,4,4.50E+07
20210404,OmpF Spec,2,7,Phage_Lminus,8,5,4.00E+08
20210404,OmpF Spec,3,7,Phage_Lminus,10,5,5.00E+08
20210404,L+O,1,7,Phage_Lminus,0,0,0.00E+00
20210404,L+O,2,7,Phage_Lminus,13,6,6.50E+09
20210404,L+O,3,7,Phage_Lminus,3,0,1.50E+03
20210404,L+O,4,7,Phage_Lminus,8,4,4.00E+07
20210404,L+O,5,7,Phage_Lminus,0,0,0.00E+00
20210404,L+O,6,7,Phage_Lminus,0,0,0.00E+00
20210404,2811,1,7,Phage_Lminus,0,0,0.00E+00
20210404,2811,2,7,Phage_Lminus,0,0,0.00E+00
20210404,2811,3,7,Phage_Lminus,0,0,0.00E+00
20210404,2811,4,7,Phage_Lminus,0,0,0.00E+00
20210404,2811,5,7,Phage_Lminus,0,0,0.00E+00
20210404,2811,6,7,Phage_Lminus,0,0,0.00E+00
20210404,cI26,1,7,Phage_Ominus,6,5,3.00E+08
20210404,cI26,2,7,Phage_Ominus,10,6,5.00E+09
20210404,cI26,3,7,Phage_Ominus,35,4,1.75E+08
20210404,EvoC,1,7,Phage_Ominus,6,4,3.00E+07
20210404,EvoC,2,7,Phage_Ominus,0,0,0.00E+00
20210404,EvoC,3,7,Phage_Ominus,0,0,0.00E+00
20210404,LamB Spec,1,7,Phage_Ominus,3,4,1.50E+07
20210404,LamB Spec,2,7,Phage_Ominus,17,5,8.50E+08
20210404,LamB Spec,3,7,Phage_Ominus,14,6,7.00E+09
20210404,OmpF Spec,1,7,Phage_Ominus,3,6,1.50E+09
20210404,OmpF Spec,2,7,Phage_Ominus,26,6,1.30E+10
20210404,OmpF Spec,3,7,Phage_Ominus,2,5,1.00E+08
20210404,L+O,1,7,Phage_Ominus,0,0,0.00E+00
20210404,L+O,2,7,Phage_Ominus,12,4,6.00E+07
20210404,L+O,3,7,Phage_Ominus,32,5,1.60E+09
20210404,L+O,4,7,Phage_Ominus,5,6,2.50E+09
20210404,L+O,5,7,Phage_Ominus,0,0,0.00E+00
20210404,L+O,6,7,Phage_Ominus,0,0,0.00E+00
20210404,2811,1,7,Phage_Ominus,0,0,0.00E+00
20210404,2811,2,7,Phage_Ominus,0,0,0.00E+00
20210404,2811,3,7,Phage_Ominus,0,0,0.00E+00
20210404,2811,4,7,Phage_Ominus,0,0,0.00E+00
20210404,2811,5,7,Phage_Ominus,0,0,0.00E+00
20210404,2811,6,7,Phage_Ominus,0,0,0.00E+00
20210405,cI26,1,8,Bacteria,89,6,8.90E+08
20210405,cI26,2,8,Bacteria,132,6,1.32E+09
20210405,cI26,3,8,Bacteria,110,6,1.10E+09
20210405,EvoC,1,8,Bacteria,11368,0,1.14E+05
20210405,EvoC,2,8,Bacteria,0,0,0.00E+00
20210405,EvoC,3,8,Bacteria,15000,2,1.50E+07
20210405,LamB Spec,1,8,Bacteria,528,4,5.28E+07
20210405,LamB Spec,2,8,Bacteria,532,4,5.32E+07
20210405,LamB Spec,3,8,Bacteria,792,4,7.92E+07
20210405,OmpF Spec,1,8,Bacteria,209,6,2.09E+09
20210405,OmpF Spec,2,8,Bacteria,135,6,1.35E+09
20210405,OmpF Spec,3,8,Bacteria,960,4,9.60E+07
20210405,L+O,1,8,Bacteria,91,6,9.10E+08
20210405,L+O,2,8,Bacteria,4816,0,4.82E+04
20210405,L+O,3,8,Bacteria,5432,4,5.43E+08
20210405,L+O,4,8,Bacteria,8288,4,8.29E+08
20210405,L+O,5,8,Bacteria,0,0,0.00E+00
20210405,L+O,6,8,Bacteria,0,0,0.00E+00
20210405,2811,1,8,Bacteria,0,0,0.00E+00
20210405,2811,2,8,Bacteria,0,0,0.00E+00
20210405,2811,3,8,Bacteria,15000,1,1.50E+06
20210405,2811,4,8,Bacteria,0,0,0.00E+00
20210405,2811,5,8,Bacteria,0,0,0.00E+00
20210405,2811,6,8,Bacteria,0,0,0.00E+00
20210405,cI26,1,8,Phage_606,14,3,7.00E+06
20210405,cI26,2,8,Phage_606,12,5,6.00E+08
20210405,cI26,3,8,Phage_606,9,3,4.50E+06
20210405,EvoC,1,8,Phage_606,3,4,1.50E+07
20210405,EvoC,2,8,Phage_606,0,0,0.00E+00
20210405,EvoC,3,8,Phage_606,0,0,0.00E+00
20210405,LamB Spec,1,8,Phage_606,5,5,2.50E+08
20210405,LamB Spec,2,8,Phage_606,12,5,6.00E+08
20210405,LamB Spec,3,8,Phage_606,5,5,2.50E+08
20210405,OmpF Spec,1,8,Phage_606,10,5,5.00E+08
20210405,OmpF Spec,2,8,Phage_606,17,5,8.50E+08
20210405,OmpF Spec,3,8,Phage_606,8,6,4.00E+09
20210405,L+O,1,8,Phage_606,0,0,0.00E+00
20210405,L+O,2,8,Phage_606,6,6,3.00E+09
20210405,L+O,3,8,Phage_606,7,4,3.50E+07
20210405,L+O,4,8,Phage_606,7,6,3.50E+09
20210405,L+O,5,8,Phage_606,0,0,0.00E+00
20210405,L+O,6,8,Phage_606,0,0,0.00E+00
20210405,2811,1,8,Phage_606,0,0,0.00E+00
20210405,2811,2,8,Phage_606,0,0,0.00E+00
20210405,2811,3,8,Phage_606,0,0,0.00E+00
20210405,2811,4,8,Phage_606,0,0,0.00E+00
20210405,2811,5,8,Phage_606,0,0,0.00E+00
20210405,2811,6,8,Phage_606,0,0,0.00E+00
20210405,cI26,1,8,Phage_Lminus,0,0,0.00E+00
20210405,cI26,2,8,Phage_Lminus,0,0,0.00E+00
20210405,cI26,3,8,Phage_Lminus,0,0,0.00E+00
20210405,EvoC,1,8,Phage_Lminus,7,4,3.50E+07
20210405,EvoC,2,8,Phage_Lminus,0,0,0.00E+00
20210405,EvoC,3,8,Phage_Lminus,0,0,0.00E+00
20210405,LamB Spec,1,8,Phage_Lminus,8,5,4.00E+08
20210405,LamB Spec,2,8,Phage_Lminus,30,5,1.50E+09
20210405,LamB Spec,3,8,Phage_Lminus,24,4,1.20E+08
20210405,OmpF Spec,1,8,Phage_Lminus,2,4,1.00E+07
20210405,OmpF Spec,2,8,Phage_Lminus,5,4,2.50E+07
20210405,OmpF Spec,3,8,Phage_Lminus,6,6,3.00E+09
20210405,L+O,1,8,Phage_Lminus,0,0,0.00E+00
20210405,L+O,2,8,Phage_Lminus,23,5,1.15E+09
20210405,L+O,3,8,Phage_Lminus,15,0,7.50E+03
20210405,L+O,4,8,Phage_Lminus,24,5,1.20E+09
20210405,L+O,5,8,Phage_Lminus,0,0,0.00E+00
20210405,L+O,6,8,Phage_Lminus,0,0,0.00E+00
20210405,2811,1,8,Phage_Lminus,0,0,0.00E+00
20210405,2811,2,8,Phage_Lminus,0,0,0.00E+00
20210405,2811,3,8,Phage_Lminus,0,0,0.00E+00
20210405,2811,4,8,Phage_Lminus,0,0,0.00E+00
20210405,2811,5,8,Phage_Lminus,0,0,0.00E+00
20210405,2811,6,8,Phage_Lminus,0,0,0.00E+00
20210405,cI26,1,8,Phage_Ominus,18,3,9.00E+06
20210405,cI26,2,8,Phage_Ominus,29,5,1.45E+09
20210405,cI26,3,8,Phage_Ominus,9,3,4.50E+06
20210405,EvoC,1,8,Phage_Ominus,10,4,5.00E+07
20210405,EvoC,2,8,Phage_Ominus,0,0,0.00E+00
20210405,EvoC,3,8,Phage_Ominus,0,0,0.00E+00
20210405,LamB Spec,1,8,Phage_Ominus,9,5,4.50E+08
20210405,LamB Spec,2,8,Phage_Ominus,10,6,5.00E+09
20210405,LamB Spec,3,8,Phage_Ominus,19,5,9.50E+08
20210405,OmpF Spec,1,8,Phage_Ominus,28,5,1.40E+09
20210405,OmpF Spec,2,8,Phage_Ominus,3,6,1.50E+09
20210405,OmpF Spec,3,8,Phage_Ominus,7,5,3.50E+08
20210405,L+O,1,8,Phage_Ominus,0,0,0.00E+00
20210405,L+O,2,8,Phage_Ominus,9,6,4.50E+09
20210405,L+O,3,8,Phage_Ominus,4,4,2.00E+07
20210405,L+O,4,8,Phage_Ominus,7,6,3.50E+09
20210405,L+O,5,8,Phage_Ominus,0,0,0.00E+00
20210405,L+O,6,8,Phage_Ominus,0,0,0.00E+00
20210405,2811,1,8,Phage_Ominus,0,0,0.00E+00
20210405,2811,2,8,Phage_Ominus,0,0,0.00E+00
20210405,2811,3,8,Phage_Ominus,0,0,0.00E+00
20210405,2811,4,8,Phage_Ominus,0,0,0.00E+00
20210405,2811,5,8,Phage_Ominus,0,0,0.00E+00
20210405,2811,6,8,Phage_Ominus,0,0,0.00E+00
20210406,cI26,1,9,Bacteria,107,6,1.07E+09
20210406,cI26,2,9,Bacteria,19,6,1.90E+08
20210406,cI26,3,9,Bacteria,98,6,9.80E+08
20210406,EvoC,1,9,Bacteria,1924,2,1.92E+06
20210406,EvoC,2,9,Bacteria,0,0,0.00E+00
20210406,EvoC,3,9,Bacteria,83,6,8.30E+08
20210406,LamB Spec,1,9,Bacteria,242,5,2.42E+08
20210406,LamB Spec,2,9,Bacteria,75,6,7.50E+08
20210406,LamB Spec,3,9,Bacteria,56,6,5.60E+08
20210406,OmpF Spec,1,9,Bacteria,161,6,1.61E+09
20210406,OmpF Spec,2,9,Bacteria,118,6,1.18E+09
20210406,OmpF Spec,3,9,Bacteria,50,6,5.00E+08
20210406,L+O,1,9,Bacteria,138,6,1.38E+09
20210406,L+O,2,9,Bacteria,47,6,4.70E+08
20210406,L+O,3,9,Bacteria,151,6,1.51E+09
20210406,L+O,4,9,Bacteria,164,6,1.64E+09
20210406,L+O,5,9,Bacteria,0,0,0.00E+00
20210406,L+O,6,9,Bacteria,0,0,0.00E+00
20210406,2811,1,9,Bacteria,0,0,0.00E+00
20210406,2811,2,9,Bacteria,0,0,0.00E+00
20210406,2811,3,9,Bacteria,122,6,1.22E+09
20210406,2811,4,9,Bacteria,0,0,0.00E+00
20210406,2811,5,9,Bacteria,0,0,0.00E+00
20210406,2811,6,9,Bacteria,0,0,0.00E+00
20210406,cI26,1,9,Phage_606,2,3,1.00E+06
